"url","slug"
"https://bida.app.link/Z8BlAEJYU","bida"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d9744828-Reviews-La_Mezcla-Barcelona_Catalonia.html","mezcla"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d4155257-Reviews-La_Tasqueta_De_Blai-Barcelona_Catalonia.html","tasqueta-blai"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d2569361-Reviews-Blai_Tonight-Barcelona_Catalonia.html","blai-tonight"
"https://www.tripadvisor.it/Restaurant_Review-g187497-d3210559-Reviews-La_Tasca_del_Corral-Barcelona_Catalonia.html","tasca-corral"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d2709722-Reviews-N_A_P_Neapolitan_Authentic_Pizza-Barcelona_Catalonia.html","nap"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d940427-Reviews-Can_Paixano_La_Xampanyeria-Barcelona_Catalonia.html","xampanyeria"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d800338-Reviews-Rosa_Negra-Barcelona_Catalonia.html","rosa-negra"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d3643048-Reviews-Bun_Bo_Raval-Barcelona_Catalonia.html","bun-bo-raval"
"https://www.tripadvisor.es/Restaurant_Review-g187497-d1752833-Reviews-Bun_Bo_Vietnam-Barcelona_Catalonia.html","bun-bo-vietnam"
"http://www.airbnb.it/c/dghidoli","airbnb"
"https://www.tripadvisor.com/Restaurant_Review-g580322-d2363513-Reviews-Pincha_Cabra_Tapas_Bar-Corralejo_La_Oliva_Fuerteventura_Canary_Islands.html","pincha-cabra"
"https://www.tripadvisor.com/Restaurant_Review-g580322-d7991402-Reviews-Casa_Domingo-Corralejo_La_Oliva_Fuerteventura_Canary_Islands.html","casa-domingo"
"https://www.tripadvisor.com/Restaurant_Review-g580322-d1635079-Reviews-Agua_Tiki_Bar-Corralejo_La_Oliva_Fuerteventura_Canary_Islands.html","agua"
"https://www.tripadvisor.com/Restaurant_Review-g580322-d6700705-Reviews-LaFreddy_Loungebar-Corralejo_La_Oliva_Fuerteventura_Canary_Islands.html","lafreddy"
"https://hubfuerteventura.co/","hub-fuerteventura"
"https://www.tripadvisor.com/Hotel_Review-g580322-d237064-Reviews-ClubHotel_Riu_Oliva_Beach_Resort-Corralejo_La_Oliva_Fuerteventura_Canary_Islands.html","riu"
"https://www.tripadvisor.com/Restaurant_Review-g1047914-d2456403-Reviews-El_Roque_de_los_Pescadores-El_Cotillo_La_Oliva_Fuerteventura_Canary_Islands.html","el-roque"
"https://www.tripadvisor.com/Attraction_Review-g1237071-d4464175-Reviews-Granja_Tara-La_Oliva_Fuerteventura_Canary_Islands.html","granja-tara"
"https://wifitribe.co/","wifitribe"
"https://www.roam.co/","roam"
"https://remoteyear.com/","remote-year"
"https://outsite.co/","outsite"
"https://wifitribe.co/how-it-works/","wifitribe-price"
"https://wifitribe.co/next-locations/","wifitribe-locations"
"https://www.tripadvisor.com/Attraction_Review-g294308-d12697575-Reviews-Mercado_Central-Quito_Pichincha_Province.html","mercado-central"
"https://www.tripadvisor.com/Restaurant_Review-g294308-d1086842-Reviews-Cafe_Mosaico-Quito_Pichincha_Province.html","cafe-mosaico"
"https://www.tripadvisor.com/Attraction_Review-g294308-d318045-Reviews-Basilica_del_Voto_Nacional-Quito_Pichincha_Province.html","basilica-voto-nacional"
"https://www.tripadvisor.com/Attraction_Review-g294308-d315509-Reviews-El_Panecillo-Quito_Pichincha_Province.html","el-panecillo"
"https://www.tripadvisor.com/Attraction_Review-g7377590-d315753-Reviews-Intinan_Museum-San_Antonio_de_Pichincha_Quito_Pichincha_Province.html","itinan-museum"
"https://www.tripadvisor.com/Attraction_Review-g488181-d314206-Reviews-Cotopaxi_National_Park-Cotopaxi_Province.html","cotopaxi"
"https://www.tripadvisor.com/Tourism-g312857-Banos_Tungurahua_Province-Vacations.html","banos"
"https://www.tripadvisor.com/Tourism-g609138-Mindo_Pichincha_Province-Vacations.html","mindo"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d4466595-Reviews-Victoria_Bar-Lima_Lima_Region.html","victoria-bar"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d1977571-Reviews-Ayahuasca_Resto_Bar-Lima_Lima_Region.html","ayahuasca"
"https://www.tripadvisor.com/Attraction_Review-g294316-d316241-Reviews-Bridge_of_Sighs-Lima_Lima_Region.html","puente-suspiros"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d1230424-Reviews-Punto_Azul-Lima_Lima_Region.html","punto-azul"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d10385880-Reviews-Aventuras_Marinas-Lima_Lima_Region.html","aventuras-marinas"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d3781380-Reviews-La_Picanteria-Lima_Lima_Region.html","picanteria"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d4286806-Reviews-El_Tizon-Lima_Lima_Region.html","tizon"
"https://www.tripadvisor.com/Restaurant_Review-g294316-d1934796-Reviews-El_Dragon_de_Barranco-Lima_Lima_Region.html","el-dragon"
"https://www.tripadvisor.com/Attraction_Review-g294316-d12104987-Reviews-Alameda_Chabuca_Granda-Lima_Lima_Region.html","chambuca-granda"
"https://www.tripadvisor.com/Attraction_Review-g294316-d311638-Reviews-Iglesia_y_Convento_de_San_Francisco-Lima_Lima_Region.html","basilica-s-francisco"
"https://www.tripadvisor.com/Attraction_Review-g294316-d311722-Reviews-Huaca_Pucllana-Lima_Lima_Region.html","huaca-pucllana"
"https://www.tripadvisor.com/Tourism-g304038-Huacachina_Ica_Region-Vacations.html","huacachina"
"https://www.tripadvisor.com/Tourism-g445063-Paracas_Ica_Region-Vacations.html","paracas"
"https://www.tripadvisor.com/Attraction_Review-g445063-d7333849-Reviews-Playa_Roja-Paracas_Ica_Region.html","playa-roja"
"https://www.tripadvisor.com/Attraction_Review-g304044-d311724-Reviews-Nasca_Lines-Nazca_Ica_Region.html","nasca-lines"
"https://www.tripadvisor.com/Tourism-g795933-Colca_Canyon_Arequipa_Region-Vacations.html","colca-canyon"
"https://www.tripadvisor.com/Tourism-g795933-Colca_Canyon_Arequipa_Region-Vacations.html","salkantay-trek"
"https://www.tripadvisor.com/Restaurant_Review-g303681-d6157517-Reviews-La_Franchuteria-San_Pedro_de_Atacama_Antofagasta_Region.html","franchuteria"
"https://www.tripadvisor.com/Restaurant_Review-g303681-d10587261-Reviews-Barros_Restaurante-San_Pedro_de_Atacama_Antofagasta_Region.html","barros"
"https://www.tripadvisor.com/Attraction_Review-g303506-d521879-Reviews-Rio_Scenarium-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","rio-scenarium"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d5961398-Reviews-Leviano_bar-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","leviano-bar"
"https://www.tripadvisor.com/Attraction_Review-g303506-d3981056-Reviews-Bip_Bip-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","bip-bip"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d1906529-Reviews-Churrascaria_Palace-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","churrascaria-palace"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d3710519-Reviews-Pavao_Azul-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","pavao-azul"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d1062208-Reviews-Bar_do_Mineiro-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","bar-do-mineiro"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d6005885-Reviews-Big_Polis_Sucos_Copacabana-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","big-polis-sucos"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d14198484-Reviews-Grao_para-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","grao-para"
"https://www.tripadvisor.com/Restaurant_Review-g303506-d1062184-Reviews-Confeitaria_Colombo-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html","confeitaria-colombo"
"https://www.booking.com/hotel/ar/antartida-argentina.en-gb.html?aid=1643008","hotel-antartida"
"https://www.tripadvisor.com/Restaurant_Review-g312855-d7604777-Reviews-El_Viejo_Marino-Ushuaia_Province_of_Tierra_del_Fuego_Patagonia.html","viejo-marino"
"https://www.booking.com/hotel/cl/estancia-dos-elianas.en-gb.html??aid=1643008","estancia-dos-elianas"
"https://www.booking.com/hotel/cl/cabaa-as-del-paine.en-gb.html?aid=1643008","hotel-del-paine"
"https://www.booking.com/hotel/ar/glaciar-perito-moreno-hostel.en-gb.html?aid=1643008","glacier-perito-moreno-hostel"
"https://www.booking.com/hotel/ar/hostel-los-viajeros.en-gb.html?aid=1643008","hostel-los-viajeros"
"https://www.tripadvisor.com/Restaurant_Review-g316035-d14156681-Reviews-La_Nana-El_Chalten_Province_of_Santa_Cruz_Patagonia.html","la-nana"
"https://www.rentalcars.com/?affiliateCode=nomadlife267","rentalcars"
"https://www.booking.com/searchresults.xu.html?city=-900753&nflt=ht_id%253D203&aid=1643008&no_rooms=1&group_adults=2&room1=A%2CA","atacama-hostels"
"https://www.booking.com/searchresults.xu.html?city=-378878&nflt=ht_id%253D203&aid=1643008&no_rooms=1&group_adults=2&room1=A%2CA","hostel-corralejo"
"https://www.booking.com/searchresults.xu.html?city=-397851&aid=1643008&no_rooms=1&group_adults=2&room1=A%2CA","hotel-puerto-de-la-cruz"
"https://www.booking.com/hotel/es/hitide-hostel.xu.html?aid=1643008&no_rooms=1&group_adults=2&room1=A%2CA","hitide-laspalmas"
"https://www.booking.com/hotel/es/la-ventana-azul.xu.html?aid=1643008&no_rooms=1&group_adults=2&room1=A%2CA","ventana-azul-laspalmas"
"https://amzn.to/2Tu3MCo","cuba-book"
"https://www.tripadvisor.com/Restaurant_Review-g147271-d6003121-Reviews-Esencia_Habana-Havana_Ciudad_de_la_Habana_Province_Cuba.html","esencia"
"https://www.tripadvisor.com/Restaurant_Review-g147271-d9880331-Reviews-El_Biky-Havana_Ciudad_de_la_Habana_Province_Cuba.html","el-biky"
"https://www.tripadvisor.com/Restaurant_Review-g147271-d6467741-Reviews-Melen_Club-Havana_Ciudad_de_la_Habana_Province_Cuba.html","melen-club"
"https://www.tripadvisor.com/Attraction_Review-g147271-d316199-Reviews-Casa_de_la_Musica_de_Miramar-Havana_Ciudad_de_la_Habana_Province_Cuba.html","casa-de-la-musica"
"https://airbnb.com/rooms/24281997?guests=1&adults=1","airbnb-jose"
"https://n26.com/r/danieleg8681","n26"
"https://www.booking.com/hotel/is/guesthouse-pavi.xu.html?aid=1643008&no_rooms=1&group_adults=1","pavi"
"https://www.getyourguide.com/reykjavik-l30/combo-trip-glacier-hiking-ice-climbing-day-tour-t26030/?partner_id=VTY7GCM&utm_medium=online_publisher&placement=content-middle","ice-climbing-tour"
"https://www.getyourguide.com/reykjavik-l30/reykjavik-whale-watching-boat-trip-t63016/?partner_id=VTY7GCM&utm_medium=online_publisher&placement=content-middle","whale-watching-tour"
"https://www.tripadvisor.com/Restaurant_Review-g189970-d13995202-Reviews-Grandi_Food_Hall-Reykjavik_Capital_Region.html","grandi-matholl"
"https://www.tripadvisor.com/Restaurant_Review-g189970-d12714471-Reviews-Icelandic_Street_Food-Reykjavik_Capital_Region.html","icelandic-street-food"
"https://www.tripadvisor.com/Hotel_Review-g1185905-d1804706-Reviews-Langaholt-Snaefellsbaer_West_Region.html","langaholt"
"https://www.booking.com/hotel/is/harbour-hostel.en.html?aid=1643008&no_rooms=1&group_adults=1","harbour-hostel"
"https://www.tripadvisor.com/Restaurant_Review-g189983-d8527762-Reviews-Skurinn-Stykkisholmur_West_Region.html","skurinn"
"https://www.booking.com/hotel/is/ljosafossskoli-hostel.en.html?aid=1643008&no_rooms=1&group_adults=1","ljosafossskoli-hostel"
"https://www.getyourguide.com/reykjavik-l30/half-day-snorkeling-in-silfra-fissure-in-ingvellir-t26046/?partner_id=VTY7GCM&utm_medium=online_publisher&placement=content-middle","silfra-snorkeling"
"https://www.booking.com/hotel/is/guesthouse-brenna.en.html?aid=1643008&no_rooms=1&group_adults=1","welcome-riverside-guesthouse"
"https://www.tripadvisor.com/Restaurant_Review-g608875-d2515918-Reviews-Kannslarinn-Hella_South_Region.html","kannslarinn"
"https://www.booking.com/hotel/is/the-volcano-huts-thorsmork.en.html?aid=1643008&no_rooms=1&group_adults=1","volcano-huts"
"https://www.tripadvisor.com/Restaurant_Review-g189978-d1866968-Reviews-Halldorskaffi-Vik_South_Region.html","halldorskaffi"
"https://www.booking.com/hotel/is/laekjarhus-farm-holidays.en.html?aid=1643008&no_rooms=1&group_adults=1","laekjarhus-farm-holidays"
"https://www.tripadvisor.com/Restaurant_Review-g189978-d13377330-Reviews-Ice_Cave_Bistro-Vik_South_Region.html","ice-cave-bistro"
"https://www.getyourguide.com/selfoss-l34851/the-lava-tunnel-a-breathtaking-underground-experience-t106579/?partner_id=VTY7GCM&utm_medium=online_publisher&placement=content-middle","lava-tunnel"
"https://www.tripadvisor.com/Restaurant_Review-g189970-d10094640-Reviews-Messinn-Reykjavik_Capital_Region.html","messinn"
"https://amzn.to/3W9RP49","gopro"
"https://amzn.to/3ZzcH89","selfie-stick"
"https://amzn.to/3w2OA49","sd-card"
"https://amzn.to/3XvRfyQ","gopro-battery"
"https://amzn.to/3XfgzJM","metal-bottle"
"http://shrsl.com/1nkp7","nomatic"
"https://amzn.to/3w6Msbr","amazon-merino-layer"
"https://amzn.to/3w4jSHR","amazon-midlayer"
"https://amzn.to/3INZoe1","amazon-hiking-pants"
"https://amzn.to/3XeuQq7","amazon-hiking-boots"
"https://amzn.to/3X6XGIV","amazon-rain-jacket"
"https://amzn.to/3XBjSus","amazon-down-jacket"
"https://amzn.to/3iIf9Zi","amazon-waterproof-gloves"
"https://amzn.to/3IStwF1","amazon-windproof-gloves"
"https://amzn.to/3IRWk0d","amazon-thermal-pants"
"https://amzn.to/3QFvD0R","wool-socks"
"https://amzn.to/3kjdlqb","amazon-windproof-hat"
"https://amzn.to/3XC4Vbs","amazon-neck-gaiter"
"https://amzn.to/3ZHFN52","amazon-hiking-shirt"
"https://www.booking.com/hotel/mx/posada-los-ahuehuetes.xu.html?aid=1643008&no_rooms=1&group_adults=1","posada-los-ahuehuetes"
"https://www.booking.com/hotel/mx/cholula-rooms-cholula12.en.html?aid=1643008&no_rooms=1&group_adults=1","cholula-rooms"
"https://www.booking.com/hotel/mx/balcon-de-santo-domingo-tepoztlan.xu.html?aid=1643008&no_rooms=1&group_adults=1","balcon-de-santo-domingo"
"https://www.booking.com/hotel/mx/casa-frida-taxco-de-alarcon1.xu.html?aid=1643008&no_rooms=1&group_adults=1","casa-frida"
"https://www.booking.com/hotel/mx/real-de-minas-guanajuato.xu.html?aid=1643008&no_rooms=1&group_adults=1","real-de-minas"
"https://www.tripadvisor.com/Attraction_Review-g152773-d7330751-Reviews-La_Pasita-Puebla_Central_Mexico_and_Gulf_Coast.html","la-pasita"
